-1.500000000000000000e+00 5.000000000000000000e-01 5.000000000000000000e-01
-1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
-1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
-1.111111111111111160e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
-1.333333333333333481e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.555555555555555580e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.222222222222222321e+00 1.000000000000000000e+00 1.000000000000000000e+00
